generation,best_cost,avg_cost,worst_cost,best_coverage,avg_coverage,worst_coverage,best_distance,avg_distance,worst_distance,avg_sites,min_sites,max_sites
73,14007874.925477855,89950864.0565541,308204184.3571006,215.77140382528768,189.45740465422787,69.58251954162215,0.7480460486279334,1.306950333633851,2.2990108890632266,21.16,5.0,65.0
74,14007874.925477855,95720599.54805535,308204184.3571006,215.77140382528768,192.38118233990122,69.58251954162215,0.7480460486279334,1.261474057941642,2.2990108890632266,22.44,5.0,65.0
75,13920169.361672308,96493116.44480331,308204184.3571006,215.77140382528768,195.30496002557447,69.58251954162215,0.7480460486279334,1.2274083183583833,2.243085446955549,22.64,5.0,65.0
76,13920169.361672308,96676702.35704815,296813373.5517546,215.77140382528768,195.30496002557447,69.58251954162215,0.747220776238271,1.2240579445327533,2.243085446955549,22.6,5.0,62.0
77,13920169.361672308,97421221.95997572,296813373.5517546,215.77140382528768,189.45740465422787,69.58251954162215,0.747220776238271,1.2627639650972946,2.243085446955549,22.72,5.0,62.0
78,13920169.361672308,96214358.8521592,296813373.5517546,215.77140382528768,189.45740465422787,69.58251954162215,0.747220776238271,1.2652959655340221,2.243085446955549,22.48,5.0,62.0
79,13920169.361672308,102927921.850984,296813373.5517546,215.77140382528768,189.45740465422787,69.58251954162215,0.747220776238271,1.2300144158003103,2.243085446955549,24.0,5.0,62.0
80,13920169.361672308,104798003.2915073,296813373.5517546,215.77140382528768,195.30496002557447,69.58251954162215,0.747220776238271,1.1991691280204277,2.243085446955549,24.38,5.0,62.0
81,13920169.361672308,108739684.97419383,296813373.5517546,215.77140382528768,195.30496002557447,69.58251954162215,0.747220776238271,1.179340699077155,2.243085446955549,25.22,5.0,62.0
82,13920169.361672308,104229663.36863059,296813373.5517546,215.77140382528768,195.30496002557447,69.58251954162215,0.747220776238271,1.191293391337222,2.243085446955549,24.3,5.0,62.0
83,13920169.361672308,103173167.61475872,296813373.5517546,215.77140382528768,195.3049600255745,69.58251954162215,0.747220776238271,1.2159913657340626,2.243085446955549,24.16,5.0,62.0
84,13920169.361672308,107938650.08794089,296813373.5517546,215.77140382528768,198.22873771124782,69.58251954162215,0.747220776238271,1.1924548500600283,2.243085446955549,25.2,5.0,62.0
85,13920169.361672308,106542988.49645036,296813373.5517546,215.77140382528768,195.30496002557447,69.58251954162215,0.747220776238271,1.2024604772851997,2.243085446955549,24.76,5.0,62.0
86,13920169.361672308,102829274.29659766,330483655.34651434,215.77140382528768,192.38118233990116,69.58251954162215,0.734470740498983,1.2272473873979521,2.243085446955549,24.04,5.0,70.0
87,13920169.361672308,107040102.19142476,330483655.34651434,215.77140382528768,198.2287377112478,69.58251954162215,0.734470740498983,1.187536996743319,2.243085446955549,25.02,5.0,70.0
88,13920169.361672308,109361131.49440983,330483655.34651434,215.77140382528768,198.22873771124782,69.58251954162215,0.734470740498983,1.174172814637953,2.243085446955549,25.56,5.0,70.0
89,13920169.361672308,102401534.00565583,330483655.34651434,215.77140382528768,198.22873771124782,69.58251954162215,0.734470740498983,1.2011687364754233,2.243085446955549,24.04,5.0,70.0
90,13805939.330364756,104399672.97255664,330483655.34651434,215.77140382528768,195.30496002557447,69.58251954162215,0.734470740498983,1.2112890298908803,2.501258815888528,24.52,5.0,70.0
91,13805939.330364756,110560808.5227818,330483655.34651434,215.77140382528768,195.30496002557447,69.58251954162215,0.734470740498983,1.1840351254859287,2.501258815888528,25.72,5.0,70.0
92,13805939.330364756,106528545.015209,330483655.34651434,215.77140382528768,195.30496002557447,69.58251954162215,0.734470740498983,1.2016956341401166,2.501258815888528,24.82,5.0,70.0
93,13805939.330364756,109729028.69247757,330483655.34651434,215.77140382528768,192.38118233990116,69.58251954162215,0.734470740498983,1.2085921124931813,2.501258815888528,25.52,5.0,70.0
94,13805939.330364756,107090399.67276543,330483655.34651434,215.77140382528768,192.38118233990122,69.58251954162215,0.734470740498983,1.220491980711695,2.501258815888528,24.96,5.0,70.0
95,13805939.330364756,118153180.31092057,359005422.1659191,215.77140382528768,192.38118233990116,69.58251954162215,0.7275121967535302,1.2151698523565744,2.501258815888528,27.08,5.0,77.0
96,13805939.330364756,112765738.20723042,359005422.1659191,215.77140382528768,189.45740465422787,69.58251954162215,0.7275121967535302,1.2301953845127214,2.501258815888528,25.92,5.0,77.0
97,13805939.330364756,113741271.19269666,359005422.1659191,215.77140382528768,189.45740465422787,69.58251954162215,0.7275121967535302,1.227569563754215,2.501258815888528,26.16,5.0,77.0
98,13805939.330364756,107001350.4716814,359005422.1659191,215.77140382528768,186.53362696855456,69.58251954162215,0.7275121967535302,1.274796507103206,2.501258815888528,24.88,5.0,77.0
99,13805939.330364756,102289291.5461542,359005422.1659191,215.77140382528768,189.45740465422787,69.58251954162215,0.7275121967535302,1.2677341019980637,2.501258815888528,24.1,5.0,77.0
100,13805939.330364756,107063584.26336065,359005422.1659191,215.77140382528768,189.45740465422787,69.58251954162215,0.7275121967535302,1.237797864956189,2.501258815888528,25.18,5.0,77.0
101,13805939.330364756,109706157.88776323,355844250.9694979,215.77140382528768,192.38118233990116,69.58251954162215,0.7275121967535302,1.2285146375859886,2.501258815888528,25.62,5.0,76.0
102,13805939.330364756,105854717.44048077,355844250.9694979,215.77140382528768,192.38118233990122,69.58251954162215,0.7275121967535302,1.237999569469779,2.501258815888528,24.74,5.0,76.0
103,13805939.330364756,105532816.1956217,355844250.9694979,215.77140382528768,192.38118233990116,69.58251954162215,0.7275121967535302,1.2386354290844828,2.501258815888528,24.68,5.0,76.0
104,13805939.330364756,105896177.71638739,355844250.9694979,215.77140382528768,192.38118233990122,69.58251954162215,0.7275121967535302,1.2325344099294548,2.501258815888528,24.8,5.0,76.0
105,13805939.330364756,106818973.04896076,355844250.9694979,215.77140382528768,192.38118233990116,69.58251954162215,0.7275121967535302,1.2329022853645322,2.501258815888528,25.04,5.0,76.0
106,13805939.330364756,106716244.15027714,355844250.9694979,215.77140382528768,192.38118233990116,69.58251954162215,0.7275121967535302,1.2520640163538326,2.501258815888528,24.98,5.0,76.0
